Mod:Item:MetaData, Localized Name
chisel:beacon:12, Beacon
chisel:beacon:13, Beacon
chisel:beacon:14, Beacon
chisel:beacon:15, Beacon
chisel:bloodRune:0, Blood Rune
chisel:bloodRune:1, Blood Rune
chisel:bloodRune:2, Blood Rune
chisel:bloodRune:3, Blood Rune
chisel:bloodRune:4, Blood Rune
chisel:bloodRune:5, Blood Rune
chisel:bookshelf:1, Bookshelf
chisel:bookshelf:2, Bookshelf
chisel:bookshelf:3, Bookshelf
chisel:bookshelf:4, Bookshelf
chisel:bookshelf:5, Bookshelf
chisel:bookshelf:6, Bookshelf
chisel:bookshelf:7, Bookshelf
chisel:bookshelf:8, Bookshelf
chisel:brickCustom:1, Brick Block
chisel:brickCustom:2, Brick Block
chisel:brickCustom:3, Brick Block
chisel:brickCustom:5, Brick Block
chisel:brickCustom:6, Brick Block
chisel:bronzeblock:0, Block of Bronze
chisel:bronzeblock:1, Block of Bronze
chisel:bronzeblock:2, Block of Bronze
chisel:bronzeblock:3, Block of Bronze
chisel:bronzeblock:4, Block of Bronze
chisel:bronzeblock:5, Block of Bronze
chisel:carpet_block:0, Carpet
chisel:carpet_block:1, Carpet
chisel:carpet_block:2, Carpet
chisel:carpet_block:3, Carpet
chisel:carpet_block:4, Carpet
chisel:carpet_block:5, Carpet
chisel:carpet_block:6, Carpet
chisel:carpet_block:7, Carpet
chisel:carpet_block:8, Carpet
chisel:carpet_block:9, Carpet
chisel:carpet_block:10, Carpet
chisel:carpet_block:11, Carpet
chisel:carpet_block:12, Carpet
chisel:carpet_block:13, Carpet
chisel:carpet_block:14, Carpet
chisel:carpet_block:15, Carpet
chisel:carpet:0, Floor Carpet
chisel:carpet:1, Floor Carpet
chisel:carpet:2, Floor Carpet
chisel:carpet:3, Floor Carpet
chisel:carpet:4, Floor Carpet
chisel:carpet:5, Floor Carpet
chisel:carpet:6, Floor Carpet
chisel:carpet:7, Floor Carpet
chisel:carpet:8, Floor Carpet
chisel:carpet:9, Floor Carpet
chisel:carpet:10, Floor Carpet
chisel:carpet:11, Floor Carpet
chisel:carpet:12, Floor Carpet
chisel:carpet:13, Floor Carpet
chisel:carpet:14, Floor Carpet
chisel:carpet:15, Floor Carpet
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:cobblestone:1, Cobblestone
chisel:cobblestone:2, Cobblestone
chisel:cobblestone:3, Cobblestone
chisel:cobblestone:4, Cobblestone
chisel:cobblestone:5, Cobblestone
chisel:cobblestone:6, Cobblestone
chisel:cobblestone:7, Cobblestone
chisel:cobblestone:8, Cobblestone
chisel:cobblestone:9, Cobblestone
chisel:cobblestone:10, Cobblestone
chisel:cobblestone:11, Cobblestone
chisel:cobblestone:12, Cobblestone
chisel:cobblestone:13, Cobblestone
chisel:cobblestone:14, Cobblestone
chisel:cobblestone:15, Cobblestone
chisel:mossy_cobblestone:1, Mossy Cobblestone
chisel:mossy_cobblestone:2, Mossy Cobblestone
chisel:mossy_cobblestone:3, Mossy Cobblestone
chisel:mossy_cobblestone:4, Mossy Cobblestone
chisel:mossy_cobblestone:5, Mossy Cobblestone
chisel:mossy_cobblestone:6, Mossy Cobblestone
chisel:mossy_cobblestone:7, Mossy Cobblestone
chisel:mossy_cobblestone:8, Mossy Cobblestone
chisel:mossy_cobblestone:9, Mossy Cobblestone
chisel:mossy_cobblestone:10, Mossy Cobblestone
chisel:mossy_cobblestone:11, Mossy Cobblestone
chisel:mossy_cobblestone:12, Mossy Cobblestone
chisel:mossy_cobblestone:13, Mossy Cobblestone
chisel:mossy_cobblestone:14, Mossy Cobblestone
chisel:mossy_cobblestone:15, Mossy Cobblestone
chisel:concrete:0, Concrete
chisel:concrete:1, Concrete
chisel:concrete:2, Concrete
chisel:concrete:3, Concrete
chisel:concrete:4, Concrete
chisel:concrete:5, Concrete
chisel:concrete:6, Concrete
chisel:concrete:7, Concrete
chisel:concrete:8, Concrete
chisel:concrete:9, Concrete
chisel:concrete:10, Concrete
chisel:copperblock:0, Block of Copper
chisel:copperblock:1, Block of Copper
chisel:copperblock:2, Block of Copper
chisel:copperblock:3, Block of Copper
chisel:copperblock:4, Block of Copper
chisel:copperblock:5, Block of Copper
chisel:diamond_block:1, Diamond Block
chisel:diamond_block:2, Diamond Block
chisel:diamond_block:3, Diamond Block
chisel:diamond_block:4, Diamond Block
chisel:diamond_block:5, Diamond Block
chisel:diamond_block:6, Diamond Block
chisel:diamond_block:7, Diamond Block
chisel:diamond_block:8, Diamond Block
chisel:diamond_block:9, Diamond Block
chisel:diamond_block:10, Diamond Block
chisel:diamond_block:11, Diamond Block
chisel:diamond_block:12, Diamond Block
chisel:diorite:0, Diorite
chisel:diorite:1, Diorite
chisel:diorite:2, Diorite
chisel:diorite:3, Diorite
chisel:diorite:4, Diorite
chisel:diorite:5, Diorite
chisel:diorite:6, Diorite
chisel:dirt:0, Dirt
chisel:dirt:1, Dirt
chisel:dirt:2, Dirt
chisel:dirt:3, Dirt
chisel:dirt:4, Dirt
chisel:dirt:5, Dirt
chisel:dirt:6, Dirt
chisel:dirt:7, Dirt
chisel:dirt:8, Dirt
chisel:dirt:9, Dirt
chisel:dirt:10, Dirt
chisel:dirt:11, Dirt
chisel:dirt:12, Dirt
chisel:dirt:13, Dirt
chisel:dirt:14, Dirt
chisel:dirt:15, Dirt
chisel:emerald_block:1, Emerald Block
chisel:emerald_block:2, Emerald Block
chisel:emerald_block:3, Emerald Block
chisel:emerald_block:4, Emerald Block
chisel:emerald_block:5, Emerald Block
chisel:emerald_block:6, Emerald Block
chisel:emerald_block:7, Emerald Block
chisel:emerald_block:8, Emerald Block
chisel:emerald_block:9, Emerald Block
chisel:emerald_block:10, Emerald Block
chisel:emerald_block:11, Emerald Block
chisel:end_Stone:0, End Stone
chisel:end_Stone:1, End Stone
chisel:end_Stone:2, End Stone
chisel:end_Stone:3, End Stone
chisel:end_Stone:4, End Stone
chisel:end_Stone:5, End Stone
chisel:end_Stone:6, End Stone
chisel:end_Stone:7, End Stone
chisel:end_Stone:8, End Stone
chisel:end_Stone:9, End Stone
chisel:end_Stone:10, End Stone
chisel:end_Stone:11, End Stone
chisel:end_Stone:12, End Stone
chisel:end_Stone:13, End Stone
chisel:factoryblock:0, Factory Block
chisel:factoryblock:1, Factory Block
chisel:factoryblock:2, Factory Block
chisel:factoryblock:3, Factory Block
chisel:factoryblock:4, Factory Block
chisel:factoryblock:5, Factory Block
chisel:factoryblock:6, Factory Block
chisel:factoryblock:7, Factory Block
chisel:factoryblock:8, Factory Block
chisel:factoryblock:9, Factory Block
chisel:factoryblock:10, Factory Block
chisel:factoryblock:11, Factory Block
chisel:factoryblock:12, Factory Block
chisel:factoryblock:13, Factory Block
chisel:factoryblock:14, Factory Block
chisel:factoryblock:15, Factory Block
chisel:factoryblock2:0, Factory Block
chisel:factoryblock2:1, Factory Block
chisel:factoryblock2:2, Factory Block
chisel:factoryblock2:3, Factory Block
chisel:fantasyblock:0, Purpled Fantasy Block
chisel:fantasyblock:1, Purpled Fantasy Block
chisel:fantasyblock:2, Purpled Fantasy Block
chisel:fantasyblock:3, Purpled Fantasy Block
chisel:fantasyblock:4, Purpled Fantasy Block
chisel:fantasyblock:5, Purpled Fantasy Block
chisel:fantasyblock:6, Purpled Fantasy Block
chisel:fantasyblock:7, Purpled Fantasy Block
chisel:fantasyblock:8, Purpled Fantasy Block
chisel:fantasyblock:9, Purpled Fantasy Block
chisel:fantasyblock:10, Purpled Fantasy Block
chisel:fantasyblock:11, Purpled Fantasy Block
chisel:fantasyblock:12, Purpled Fantasy Block
chisel:fantasyblock:13, Purpled Fantasy Block
chisel:fantasyblock:14, Purpled Fantasy Block
chisel:fantasyblock:15, Purpled Fantasy Block
chisel:fantasyblock2:0, Fantasy Block
chisel:fantasyblock2:1, Fantasy Block
chisel:fantasyblock2:2, Fantasy Block
chisel:fantasyblock2:3, Fantasy Block
chisel:fantasyblock2:4, Fantasy Block
chisel:fantasyblock2:5, Fantasy Block
chisel:fantasyblock2:6, Fantasy Block
chisel:fantasyblock2:7, Fantasy Block
chisel:fantasyblock2:8, Fantasy Block
chisel:fantasyblock2:9, Fantasy Block
chisel:fantasyblock2:10, Fantasy Block
chisel:fantasyblock2:11, Fantasy Block
chisel:fantasyblock2:12, Fantasy Block
chisel:fantasyblock2:13, Fantasy Block
chisel:fantasyblock2:14, Fantasy Block
chisel:fantasyblock2:15, Fantasy Block
chisel:futura:0, Futura Block
chisel:futura:1, Futura Block
chisel:futura:2, Futura Block
chisel:futura:3, Futura Block
chisel:futura:4, Futura Block
chisel:futura:5, Futura Block
chisel:futuraCircuit:0, Futura Circuit
chisel:futuraCircuit:1, Futura Circuit
chisel:futuraCircuit:2, Futura Circuit
chisel:futuraCircuit:3, Futura Circuit
chisel:futuraCircuit:4, Futura Circuit
chisel:futuraCircuit:5, Futura Circuit
chisel:futuraCircuit:6, Futura Circuit
chisel:futuraCircuit:7, Futura Circuit
chisel:futuraCircuit:8, Futura Circuit
chisel:futuraCircuit:9, Futura Circuit
chisel:futuraCircuit:10, Futura Circuit
chisel:futuraCircuit:11, Futura Circuit
chisel:futuraCircuit:12, Futura Circuit
chisel:futuraCircuit:13, Futura Circuit
chisel:futuraCircuit:14, Futura Circuit
chisel:futuraCircuit:15, Futura Circuit
chisel:glass:1, Glass
chisel:glass:2, Glass
chisel:glass:3, Glass
chisel:glass:4, Glass
chisel:glass:5, Glass
chisel:glass:6, Glass
chisel:glass:7, Glass
chisel:glass:8, Glass
chisel:glass:9, Glass
chisel:glass:10, Glass
chisel:glass:11, Glass
chisel:glass:12, Glass
chisel:glass:13, Glass
chisel:glass:14, Glass
chisel:glass:15, Glass
chisel:glass2:0, Glass
chisel:glass_pane:1, Glass Pane
chisel:glass_pane:2, Glass Pane
chisel:glass_pane:3, Glass Pane
chisel:glass_pane:4, Glass Pane
chisel:glass_pane:12, Glass Pane
chisel:glass_pane:13, Glass Pane
chisel:glass_pane:14, Glass Pane
chisel:glass_pane:15, Glass Pane
chisel:stained_glass_forestry:0, Stained Glass
chisel:stained_glass_forestry:1, Stained Glass
chisel:stained_glass_forestry:2, Stained Glass
chisel:stained_glass_forestry:3, Stained Glass
chisel:stained_glass_forestry:4, Stained Glass
chisel:stained_glass_forestry:5, Stained Glass
chisel:stained_glass_forestry:6, Stained Glass
chisel:stained_glass_forestry:7, Stained Glass
chisel:stained_glass_forestry:8, Stained Glass
chisel:stained_glass_forestry:9, Stained Glass
chisel:stained_glass_forestry:10, Stained Glass
chisel:stained_glass_forestry:11, Stained Glass
chisel:stained_glass_forestry:12, Stained Glass
chisel:stained_glass_forestry:13, Stained Glass
chisel:stained_glass_forestry:14, Stained Glass
chisel:stained_glass_forestry:15, Stained Glass
chisel:stained_glass_white:0, Stained Glass
chisel:stained_glass_white:1, Stained Glass
chisel:stained_glass_white:2, Stained Glass
chisel:stained_glass_white:3, Stained Glass
chisel:stained_glass_white:4, Stained Glass
chisel:stained_glass_white:5, Stained Glass
chisel:stained_glass_white:6, Stained Glass
chisel:stained_glass_white:7, Stained Glass
chisel:stained_glass_white:8, Stained Glass
chisel:stained_glass_white:9, Stained Glass
chisel:stained_glass_white:10, Stained Glass
chisel:stained_glass_white:11, Stained Glass
chisel:stained_glass_white:12, Stained Glass
chisel:stained_glass_white:13, Stained Glass
chisel:stained_glass_white:14, Stained Glass
chisel:stained_glass_white:15, Stained Glass
chisel:stained_glass_yellow:0, Stained Glass
chisel:stained_glass_yellow:1, Stained Glass
chisel:stained_glass_yellow:2, Stained Glass
chisel:stained_glass_yellow:3, Stained Glass
chisel:stained_glass_yellow:4, Stained Glass
chisel:stained_glass_yellow:5, Stained Glass
chisel:stained_glass_yellow:6, Stained Glass
chisel:stained_glass_yellow:7, Stained Glass
chisel:stained_glass_yellow:8, Stained Glass
chisel:stained_glass_yellow:9, Stained Glass
chisel:stained_glass_yellow:10, Stained Glass
chisel:stained_glass_yellow:11, Stained Glass
chisel:stained_glass_yellow:12, Stained Glass
chisel:stained_glass_yellow:13, Stained Glass
chisel:stained_glass_yellow:14, Stained Glass
chisel:stained_glass_yellow:15, Stained Glass
chisel:stained_glass_lightgray:0, Stained Glass
chisel:stained_glass_lightgray:1, Stained Glass
chisel:stained_glass_lightgray:2, Stained Glass
chisel:stained_glass_lightgray:3, Stained Glass
chisel:stained_glass_lightgray:4, Stained Glass
chisel:stained_glass_lightgray:5, Stained Glass
chisel:stained_glass_lightgray:6, Stained Glass
chisel:stained_glass_lightgray:7, Stained Glass
chisel:stained_glass_lightgray:8, Stained Glass
chisel:stained_glass_lightgray:9, Stained Glass
chisel:stained_glass_lightgray:10, Stained Glass
chisel:stained_glass_lightgray:11, Stained Glass
chisel:stained_glass_lightgray:12, Stained Glass
chisel:stained_glass_lightgray:13, Stained Glass
chisel:stained_glass_lightgray:14, Stained Glass
chisel:stained_glass_lightgray:15, Stained Glass
chisel:stained_glass_brown:0, Stained Glass
chisel:stained_glass_brown:1, Stained Glass
chisel:stained_glass_brown:2, Stained Glass
chisel:stained_glass_brown:3, Stained Glass
chisel:stained_glass_brown:4, Stained Glass
chisel:stained_glass_brown:5, Stained Glass
chisel:stained_glass_brown:6, Stained Glass
chisel:stained_glass_brown:7, Stained Glass
chisel:stained_glass_brown:8, Stained Glass
chisel:stained_glass_brown:9, Stained Glass
chisel:stained_glass_brown:10, Stained Glass
chisel:stained_glass_brown:11, Stained Glass
chisel:stained_glass_brown:12, Stained Glass
chisel:stained_glass_brown:13, Stained Glass
chisel:stained_glass_brown:14, Stained Glass
chisel:stained_glass_brown:15, Stained Glass
chisel:stained_glass_pane_white:0, Stained Glass Pane
chisel:stained_glass_pane_white:1, Stained Glass Pane
chisel:stained_glass_pane_white:2, Stained Glass Pane
chisel:stained_glass_pane_white:3, Stained Glass Pane
chisel:stained_glass_pane_white:4, Stained Glass Pane
chisel:stained_glass_pane_white:5, Stained Glass Pane
chisel:stained_glass_pane_white:8, Stained Glass Pane
chisel:stained_glass_pane_white:9, Stained Glass Pane
chisel:stained_glass_pane_white:10, Stained Glass Pane
chisel:stained_glass_pane_white:11, Stained Glass Pane
chisel:stained_glass_pane_white:12, Stained Glass Pane
chisel:stained_glass_pane_white:13, Stained Glass Pane
chisel:stained_glass_pane_magenta:0, Stained Glass Pane
chisel:stained_glass_pane_magenta:1, Stained Glass Pane
chisel:stained_glass_pane_magenta:2, Stained Glass Pane
chisel:stained_glass_pane_magenta:3, Stained Glass Pane
chisel:stained_glass_pane_magenta:4, Stained Glass Pane
chisel:stained_glass_pane_magenta:5, Stained Glass Pane
chisel:stained_glass_pane_magenta:8, Stained Glass Pane
chisel:stained_glass_pane_magenta:9, Stained Glass Pane
chisel:stained_glass_pane_magenta:10, Stained Glass Pane
chisel:stained_glass_pane_magenta:11, Stained Glass Pane
chisel:stained_glass_pane_magenta:12, Stained Glass Pane
chisel:stained_glass_pane_magenta:13, Stained Glass Pane
chisel:stained_glass_pane_yellow:0, Stained Glass Pane
chisel:stained_glass_pane_yellow:1, Stained Glass Pane
chisel:stained_glass_pane_yellow:2, Stained Glass Pane
chisel:stained_glass_pane_yellow:3, Stained Glass Pane
chisel:stained_glass_pane_yellow:4, Stained Glass Pane
chisel:stained_glass_pane_yellow:5, Stained Glass Pane
chisel:stained_glass_pane_yellow:8, Stained Glass Pane
chisel:stained_glass_pane_yellow:9, Stained Glass Pane
chisel:stained_glass_pane_yellow:10, Stained Glass Pane
chisel:stained_glass_pane_yellow:11, Stained Glass Pane
chisel:stained_glass_pane_yellow:12, Stained Glass Pane
chisel:stained_glass_pane_yellow:13, Stained Glass Pane
chisel:stained_glass_pane_pink:0, Stained Glass Pane
chisel:stained_glass_pane_pink:1, Stained Glass Pane
chisel:stained_glass_pane_pink:2, Stained Glass Pane
chisel:stained_glass_pane_pink:3, Stained Glass Pane
chisel:stained_glass_pane_pink:4, Stained Glass Pane
chisel:stained_glass_pane_pink:5, Stained Glass Pane
chisel:stained_glass_pane_pink:8, Stained Glass Pane
chisel:stained_glass_pane_pink:9, Stained Glass Pane
chisel:stained_glass_pane_pink:10, Stained Glass Pane
chisel:stained_glass_pane_pink:11, Stained Glass Pane
chisel:stained_glass_pane_pink:12, Stained Glass Pane
chisel:stained_glass_pane_pink:13, Stained Glass Pane
chisel:stained_glass_pane_lightgray:0, Stained Glass Pane
chisel:stained_glass_pane_lightgray:1, Stained Glass Pane
chisel:stained_glass_pane_lightgray:2, Stained Glass Pane
chisel:stained_glass_pane_lightgray:3, Stained Glass Pane
chisel:stained_glass_pane_lightgray:4, Stained Glass Pane
chisel:stained_glass_pane_lightgray:5, Stained Glass Pane
chisel:stained_glass_pane_lightgray:8, Stained Glass Pane
chisel:stained_glass_pane_lightgray:9, Stained Glass Pane
chisel:stained_glass_pane_lightgray:10, Stained Glass Pane
chisel:stained_glass_pane_lightgray:11, Stained Glass Pane
chisel:stained_glass_pane_lightgray:12, Stained Glass Pane
chisel:stained_glass_pane_lightgray:13, Stained Glass Pane
chisel:stained_glass_pane_purple:0, Stained Glass Pane
chisel:stained_glass_pane_purple:1, Stained Glass Pane
chisel:stained_glass_pane_purple:2, Stained Glass Pane
chisel:stained_glass_pane_purple:3, Stained Glass Pane
chisel:stained_glass_pane_purple:4, Stained Glass Pane
chisel:stained_glass_pane_purple:5, Stained Glass Pane
chisel:stained_glass_pane_purple:8, Stained Glass Pane
chisel:stained_glass_pane_purple:9, Stained Glass Pane
chisel:stained_glass_pane_purple:10, Stained Glass Pane
chisel:stained_glass_pane_purple:11, Stained Glass Pane
chisel:stained_glass_pane_purple:12, Stained Glass Pane
chisel:stained_glass_pane_purple:13, Stained Glass Pane
chisel:stained_glass_pane_brown:0, Stained Glass Pane
chisel:stained_glass_pane_brown:1, Stained Glass Pane
chisel:stained_glass_pane_brown:2, Stained Glass Pane
chisel:stained_glass_pane_brown:3, Stained Glass Pane
chisel:stained_glass_pane_brown:4, Stained Glass Pane
chisel:stained_glass_pane_brown:5, Stained Glass Pane
chisel:stained_glass_pane_brown:8, Stained Glass Pane
chisel:stained_glass_pane_brown:9, Stained Glass Pane
chisel:stained_glass_pane_brown:10, Stained Glass Pane
chisel:stained_glass_pane_brown:11, Stained Glass Pane
chisel:stained_glass_pane_brown:12, Stained Glass Pane
chisel:stained_glass_pane_brown:13, Stained Glass Pane
chisel:stained_glass_pane_red:0, Stained Glass Pane
chisel:stained_glass_pane_red:1, Stained Glass Pane
chisel:stained_glass_pane_red:2, Stained Glass Pane
chisel:stained_glass_pane_red:3, Stained Glass Pane
chisel:stained_glass_pane_red:4, Stained Glass Pane
chisel:stained_glass_pane_red:5, Stained Glass Pane
chisel:stained_glass_pane_red:8, Stained Glass Pane
chisel:stained_glass_pane_red:9, Stained Glass Pane
chisel:stained_glass_pane_red:10, Stained Glass Pane
chisel:stained_glass_pane_red:11, Stained Glass Pane
chisel:stained_glass_pane_red:12, Stained Glass Pane
chisel:stained_glass_pane_red:13, Stained Glass Pane
chisel:glowstone:1, Glowstone
chisel:glowstone:2, Glowstone
chisel:glowstone:3, Glowstone
chisel:glowstone:4, Glowstone
chisel:glowstone:5, Glowstone
chisel:glowstone:6, Glowstone
chisel:glowstone:7, Glowstone
chisel:glowstone:8, Glowstone
chisel:glowstone:9, Glowstone
chisel:glowstone:10, Glowstone
chisel:glowstone:11, Glowstone
chisel:glowstone:12, Glowstone
chisel:glowstone:13, Glowstone
chisel:glowstone:14, Glowstone
chisel:glowstone:15, Glowstone
chisel:gold2:0, Block of Gold
chisel:gold2:1, Block of Gold
chisel:gold2:2, Block of Gold
chisel:gold2:3, Block of Gold
chisel:gold2:4, Block of Gold
chisel:gold2:5, Block of Gold
chisel:gold_block:1, Gold Block
chisel:gold_block:2, Gold Block
chisel:gold_block:3, Gold Block
chisel:gold_block:4, Gold Block
chisel:gold_block:5, Gold Block
chisel:gold_block:6, Gold Block
chisel:gold_block:7, Gold Block
chisel:gold_block:8, Gold Block
chisel:gold_block:9, Gold Block
chisel:gold_block:10, Gold Block
chisel:gold_block:11, Gold Block
chisel:gold_block:12, Gold Block
chisel:gold_block:13, Gold Block
chisel:gold_block:14, Gold Block
chisel:granite:0, Granite
chisel:granite:1, Granite
chisel:granite:2, Granite
chisel:granite:3, Granite
chisel:granite:4, Granite
chisel:granite:5, Granite
chisel:granite:6, Granite
chisel:grimstone:0, Grimstone
chisel:grimstone:1, Grimstone
chisel:grimstone:2, Grimstone
chisel:grimstone:3, Grimstone
chisel:grimstone:4, Grimstone
chisel:grimstone:5, Grimstone
chisel:grimstone:6, Grimstone
chisel:grimstone:7, Grimstone
chisel:grimstone:8, Grimstone
chisel:grimstone:9, Grimstone
chisel:grimstone:10, Grimstone
chisel:grimstone:11, Grimstone
chisel:grimstone:12, Grimstone
chisel:grimstone:13, Grimstone
chisel:grimstone:14, Grimstone
chisel:hexPlating:0, Hex Plating
chisel:hexPlating:1, Hex Plating
chisel:hexPlating:2, Hex Plating
chisel:hexPlating:3, Hex Plating
chisel:hexPlating:4, Hex Plating
chisel:hexPlating:5, Hex Plating
chisel:hexPlating:6, Hex Plating
chisel:hexPlating:7, Hex Plating
chisel:hexPlating:8, Hex Plating
chisel:hexPlating:9, Hex Plating
chisel:hexPlating:10, Hex Plating
chisel:hexPlating:11, Hex Plating
chisel:hexPlating:12, Hex Plating
chisel:hexPlating:13, Hex Plating
chisel:hexPlating:14, Hex Plating
chisel:hexPlating:15, Hex Plating
chisel:hexLargePlating:0, Large Hex Plating
chisel:hexLargePlating:1, Large Hex Plating
chisel:hexLargePlating:2, Large Hex Plating
chisel:hexLargePlating:3, Large Hex Plating
chisel:hexLargePlating:4, Large Hex Plating
chisel:hexLargePlating:5, Large Hex Plating
chisel:hexLargePlating:6, Large Hex Plating
chisel:hexLargePlating:7, Large Hex Plating
chisel:hexLargePlating:8, Large Hex Plating
chisel:hexLargePlating:9, Large Hex Plating
chisel:hexLargePlating:10, Large Hex Plating
chisel:hexLargePlating:11, Large Hex Plating
chisel:hexLargePlating:12, Large Hex Plating
chisel:hexLargePlating:13, Large Hex Plating
chisel:hexLargePlating:14, Large Hex Plating
chisel:hexLargePlating:15, Large Hex Plating
chisel:holystone:0, Holystone
chisel:holystone:1, Holystone
chisel:holystone:2, Holystone
chisel:holystone:3, Holystone
chisel:holystone:4, Holystone
chisel:holystone:5, Holystone
chisel:holystone:6, Holystone
chisel:holystone:7, Holystone
chisel:holystone:8, Holystone
chisel:holystone:9, Holystone
chisel:holystone:10, Holystone
chisel:holystone:11, Holystone
chisel:holystone:12, Holystone
chisel:holystone:13, Holystone
chisel:ice:1, Ice
chisel:ice:2, Ice
chisel:ice:3, Ice
chisel:ice:4, Ice
chisel:ice:5, Ice
chisel:ice:6, Ice
chisel:ice:7, Ice
chisel:ice:8, Ice
chisel:ice:9, Ice
chisel:ice:10, Ice
chisel:ice:11, Ice
chisel:ice:12, Ice
chisel:ice:13, Ice
chisel:ice:14, Ice
chisel:ice:15, Ice
chisel:ice_pillar:0, Ice Pillar
chisel:ice_pillar:1, Ice Pillar
chisel:ice_pillar:2, Ice Pillar
chisel:ice_pillar:3, Ice Pillar
chisel:ice_pillar:4, Ice Pillar
chisel:ice_pillar:5, Ice Pillar
chisel:ice_pillar:6, Ice Pillar
chisel:ice_stairs.0:0, Ice Stairs
chisel:ice_stairs.0:8, Ice Stairs
chisel:ice_stairs.1:0, Ice Stairs
chisel:ice_stairs.1:8, Ice Stairs
chisel:ice_stairs.2:0, Ice Stairs
chisel:ice_stairs.2:8, Ice Stairs
chisel:ice_stairs.3:0, Ice Stairs
chisel:ice_stairs.3:8, Ice Stairs
chisel:ice_stairs.4:0, Ice Stairs
chisel:ice_stairs.4:8, Ice Stairs
chisel:ice_stairs.5:0, Ice Stairs
chisel:ice_stairs.5:8, Ice Stairs
chisel:ice_stairs.6:0, Ice Stairs
chisel:ice_stairs.6:8, Ice Stairs
chisel:ice_stairs.7:0, Ice Stairs
chisel:ice_stairs.7:8, Ice Stairs
chisel:iron_bars:1, Iron Bars
chisel:iron_bars:2, Iron Bars
chisel:iron_bars:3, Iron Bars
chisel:iron_bars:4, Iron Bars
chisel:iron_bars:5, Iron Bars
chisel:iron_bars:6, Iron Bars
chisel:iron_bars:7, Iron Bars
chisel:iron_bars:8, Iron Bars
chisel:iron_bars:9, Iron Bars
chisel:iron2:0, Block of Iron
chisel:iron2:1, Block of Iron
chisel:iron2:2, Block of Iron
chisel:iron2:3, Block of Iron
chisel:iron2:4, Block of Iron
chisel:iron2:5, Block of Iron
chisel:iron_block:1, Iron Block
chisel:iron_block:2, Iron Block
chisel:iron_block:3, Iron Block
chisel:iron_block:4, Iron Block
chisel:iron_block:5, Iron Block
chisel:iron_block:6, Iron Block
chisel:iron_block:7, Iron Block
chisel:iron_block:8, Iron Block
chisel:iron_block:9, Iron Block
chisel:iron_block:10, Iron Block
chisel:iron_block:11, Iron Block
chisel:iron_block:12, Iron Block
chisel:iron_block:13, Iron Block
chisel:iron_block:14, Iron Block
chisel:iron_block:15, Iron Block
chisel:jackolantern1:0, Jack o'Lantern
chisel:jackolantern2:0, Jack o'Lantern
chisel:jackolantern3:0, Jack o'Lantern
chisel:jackolantern4:0, Jack o'Lantern
chisel:jackolantern5:0, Jack o'Lantern
chisel:jackolantern6:0, Jack o'Lantern
chisel:jackolantern7:0, Jack o'Lantern
chisel:jackolantern8:0, Jack o'Lantern
chisel:jackolantern9:0, Jack o'Lantern
chisel:jackolantern10:0, Jack o'Lantern
chisel:jackolantern11:0, Jack o'Lantern
chisel:jackolantern12:0, Jack o'Lantern
chisel:jackolantern13:0, Jack o'Lantern
chisel:jackolantern14:0, Jack o'Lantern
chisel:jackolantern15:0, Jack o'Lantern
chisel:jackolantern16:0, Jack o'Lantern
chisel:laboratoryblock:0, Laboratory Block
chisel:laboratoryblock:1, Laboratory Block
chisel:laboratoryblock:2, Laboratory Block
chisel:laboratoryblock:3, Laboratory Block
chisel:laboratoryblock:4, Laboratory Block
chisel:laboratoryblock:5, Laboratory Block
chisel:laboratoryblock:6, Laboratory Block
chisel:laboratoryblock:7, Laboratory Block
chisel:laboratoryblock:8, Laboratory Block
chisel:laboratoryblock:9, Laboratory Block
chisel:laboratoryblock:10, Laboratory Block
chisel:laboratoryblock:11, Laboratory Block
chisel:laboratoryblock:12, Laboratory Block
chisel:laboratoryblock:13, Laboratory Block
chisel:laboratoryblock:14, Laboratory Block
chisel:laboratoryblock:15, Laboratory Block
chisel:lapis_block:1, Lapis Block
chisel:lapis_block:2, Lapis Block
chisel:lapis_block:3, Lapis Block
chisel:lapis_block:4, Lapis Block
chisel:lapis_block:5, Lapis Block
chisel:lapis_block:6, Lapis Block
chisel:lapis_block:7, Lapis Block
chisel:lapis_block:8, Lapis Block
chisel:lavastone:0, Lavastone
chisel:lavastone:1, Lavastone
chisel:lavastone:2, Lavastone
chisel:lavastone:3, Lavastone
chisel:lavastone:4, Lavastone
chisel:lavastone:5, Lavastone
chisel:lavastone:6, Lavastone
chisel:lavastone:7, Lavastone
chisel:leadblock:0, Block of Lead
chisel:leadblock:1, Block of Lead
chisel:leadblock:2, Block of Lead
chisel:leadblock:3, Block of Lead
chisel:leadblock:4, Block of Lead
chisel:leadblock:5, Block of Lead
chisel:leaves:6, Leaves
chisel:leaves:7, Leaves
chisel:leaves:8, Leaves
chisel:leaves:9, Leaves
chisel:leaves:10, Leaves
chisel:leaves:11, Leaves
chisel:leaves:12, Leaves
chisel:limestone:0, Limestone
chisel:limestone:1, Limestone
chisel:limestone:2, Limestone
chisel:limestone:3, Limestone
chisel:limestone:4, Limestone
chisel:limestone:5, Limestone
